index,reps,words,phoneme
gained,7.0,gained,G300
prominence,2.0,prominence,P520
state,5.0,state,S300
nazis,1.0,nazis,N200
took,2.0,took,T000
power,1.0,power,P600
far,16.0,far,F000
ultranationalist,1.0,ultranationalist,U653
movementssince,1.0,movementssince,M532
end,1.0,end,E000
war,1.0,war,W000
ii,11.0,ii,I000
displaying,6.0,displaying,D14Y
variant,19.0,variant,V530
criminal,3.0,criminal,C540
offence,4.0,offence,O520
germany,1.0,germany,G5Y0
austria,1.0,austria,A600
czech,1.0,czech,C2H0
slovakia,2.0,slovakia,S120
poland,6.0,poland,P530
legal,20.0,legal,L400
restrictions,3.0,restrictions,R362
use,3.0,use,U000
italy,12.0,italy,IY00
nuanced,1.0,nuanced,N230
generated,11.0,generated,G630
variations,12.0,variations,V352
continue,5.0,continue,C350
neofascist,2.0,neofascist,N230
neonazi,5.0,neonazi,N200
falangist,2.0,falangist,F523
contextsthe,1.0,contextsthe,C323
consists,5.0,consists,C232
stiffly,1.0,stiffly,S14Y
extending,1.0,extending,E535
frontally,1.0,frontally,F534
raising,1.0,raising,R520
degrees,1.0,degrees,D620
bodys,1.0,bodys,BY20
vertical,3.0,vertical,V324
axis,14.0,axis,A000
hand,8.0,hand,H300
stretched,1.0,stretched,S632
perceptions,4.0,perceptions,P213
unknown,4.0,unknown,U5W5
literature,7.0,literature,L636
mentioned,10.0,mentioned,M353
historians,21.0,historians,H365
displays,1.0,displays,D14Y
cultures,2.0,cultures,C362
exist,5.0,exist,E300
surviving,5.0,surviving,S152
generally,1.0,generally,G64Y
significantly,2.0,significantly,S512
function,11.0,function,F235
identical,3.0,identical,I324
straightarm,2.0,straightarm,S62H
lat,1.0,lat,L000
dextera,1.0,dextera,D360
dextra,1.0,dextra,D360
gr,2.0,gr,G000
dexia,1.0,dexia,D000
antiquity,4.0,antiquity,A23Y
pledging,2.0,pledging,P325
trust,13.0,trust,T230
friendship,1.0,friendship,F532
example,14.0,example,E140
cicero,1.0,cicero,C600
reported,1.0,reported,R630
octavian,2.0,octavian,O150
pledged,1.0,pledged,P323
julius,11.0,julius,J200
caesar,1.0,caesar,C600
outstretching,1.0,outstretching,O363
although,1.0,although,AH2H
youth,19.0,youth,YH00
powerful,5.0,powerful,P614
antony,1.0,antony,A5Y0
nicely,2.0,nicely,N4Y0
yet,1.0,yet,Y000
must,6.0,must,M300
wait,4.0,wait,W000
see,1.0,see,S000
speech,1.0,speech,S2H0
swore,1.0,swore,S600
words,5.0,words,W320
achieve,3.0,achieve,A100
honours,3.0,honours,H620
father,1.0,father,FH60
commemorating,3.0,commemorating,C563
victories,1.0,victories,V362
arch,2.0,arch,AH00
titus,3.0,titus,T200
constantine,6.0,constantine,C235
column,1.0,column,C500
trajan,1.0,trajan,T250
examples,7.0,examples,E142
arms,7.0,arms,A200
monuments,9.0,monuments,M532
clear,3.0,clear,C600
image,4.0,image,I000
images,4.0,images,I200
closest,3.0,closest,C230
appearance,1.0,appearance,A652
scenes,7.0,scenes,S520
sculpture,1.0,sculpture,S413
coins,1.0,coins,C200
adlocutio,1.0,adlocutio,A230
acclamatio,1.0,acclamatio,A453
adventus,2.0,adventus,A532
occasions,3.0,occasions,O252
highranking,1.0,highranking,HH65
official,32.0,official,O240
general,1.0,general,G640
emperor,1.0,emperor,E600
addresses,1.0,addresses,A620
individuals,2.0,individuals,I134
often,15.0,often,O500
soldiers,6.0,soldiers,S362
unlike,1.0,unlike,U200
leader,19.0,leader,L600
raise,5.0,raise,R000
occasionally,1.0,occasionally,O254
greeting,6.0,greeting,G352
benevolence,1.0,benevolence,B145
usually,1.0,usually,U4Y0
indication,4.0,indication,I235
opposite,4.0,opposite,O230
depiction,1.0,depiction,D235
salutatio,1.0,salutatio,S300
diogmites,1.0,diogmites,D532
police,26.0,police,P200
raises,2.0,raises,R200
greet,1.0,greet,G300
commander,6.0,commander,C536
relief,7.0,relief,R100
seen,18.0,seen,S000
statue,2.0,statue,S300
augustus,4.0,augustus,A320
prima,2.0,prima,P500
porta,9.0,porta,P300
follows,1.0,follows,F4W2
certain,1.0,certain,C350
guidelines,2.0,guidelines,G452
set,1.0,set,S000
oratory,1.0,oratory,O6Y0
scholars,2.0,scholars,SH46
rhetorica,1.0,rhetorica,R362
ad,1.0,ad,A000
herennium,1.0,herennium,H500
anonymous,4.0,anonymous,AY52
author,10.0,author,A600
orator,1.0,orator,O600
control,1.0,control,C364
frame,1.0,frame,F500
body,12.0,body,BY00
manly,4.0,manly,M4Y0
flanks,1.0,flanks,F520
extension,1.0,extension,E525
impassioned,1.0,impassioned,I253
moments,6.0,moments,M532
drawing,17.0,drawing,DW52
quintilian,1.0,quintilian,Q345
institutio,1.0,institutio,I300
oratoria,1.0,oratoria,O600
experts,1.0,experts,E632
permit,1.0,permit,P530
level,26.0,level,L400
eyes,2.0,eyes,E000
lowered,3.0,lowered,L630
beneath,1.0,beneath,B3H0
breast,8.0,breast,B230
degree,1.0,degree,D600
true,2.0,true,T000
fault,2.0,fault,F300
direct,1.0,direct,D230
head,2.0,head,H000
belly,6.0,belly,B4Y0
left,1.0,left,L300
limits,1.0,limits,L320
shoulder,2.0,shoulder,S436
beyond,1.0,beyond,B530
shows,1.0,shows,SW20
sons,7.0,sons,S200
horatius,1.0,horatius,H320
swear,1.0,swear,S600
swords,1.0,swords,S632
defend,19.0,defend,D530
rome,9.0,rome,R000
historical,1.0,historical,H362
event,3.0,event,E300
described,2.0,described,D261
livy,3.0,livy,LY00
book,2.0,book,B000
sections,1.0,sections,S352
dionysius,3.0,dionysius,DY20
antiquities,3.0,antiquities,A232
moment,17.0,moment,M530
neither,6.0,neither,NH60
mention,3.0,mention,M350
taking,1.0,taking,T520
detailed,1.0,detailed,D430
source,10.0,source,S200
reports,1.0,reports,R632
decision,11.0,decision,D250
fight,9.0,fight,FH30
heavens,2.0,heavens,H520
thank,2.0,thank,T520
brothers,12.0,brothers,B3H6
holding,11.0,holding,H352
empty,4.0,empty,E3Y0
brother,10.0,brother,B3H6
viewer,1.0,viewer,V600
slightly,38.0,slightly,S2H3
third,4.0,third,T630
holds,7.0,holds,H320
extends,2.0,extends,E532
succession,1.0,succession,S250
progressively,4.0,progressively,P262
closely,2.0,closely,C24Y
approximating,1.0,approximating,A625
fascists,2.0,fascists,F232
century,1.0,century,C36Y
albeit,1.0,albeit,A300
wrong,1.0,wrong,W520
historian,2.0,historian,H365
albert,1.0,albert,A630
boime,2.0,boime,B000
provides,1.0,provides,P132
analysisthe,1.0,analysisthe,AY23
stretch,3.0,stretch,S632
since,1.0,since,S200
associated,24.0,associated,A230
tyranny,1.0,tyranny,T65Y
hail,1.0,hail,H000
born,2.0,born,B500
transformed,1.0,transformed,T521
heil,1.0,heil,H000
hitler,9.0,hitler,H460
fraternal,1.0,fraternal,F365
intimacy,4.0,intimacy,I52Y
brought,13.0,brought,B2H3
horatiis,1.0,horatiis,H320
dedication,1.0,dedication,D235
absolute,15.0,absolute,A430
principles,4.0,principles,P521
victory,18.0,victory,V36Y
commitment,4.0,commitment,C535
blind,3.0,blind,B530
obedience,3.0,obedience,O520
exclusive,4.0,exclusive,E421
lies,1.0,lies,L000
potentiality,1.0,potentiality,P534
authoritarian,1.0,authoritarian,A636
french,29.0,french,F52H
revolution,9.0,revolution,R435
commissioned,5.0,commissioned,C525
depict,8.0,depict,D230
formation,4.0,formation,F535
revolutionary,5.0,revolutionary,R435
tennis,4.0,tennis,T520
court,26.0,court,C300
assembly,18.0,assembly,A514
outstretched,2.0,outstretched,O363
comparable,1.0,comparable,C161
finished,1.0,finished,F2H3
immense,1.0,immense,I520
exhibited,15.0,exhibited,E130
alongside,15.0,alongside,A230
conveys,1.0,conveys,C1Y2
unity,1.0,unity,UY00
minds,1.0,minds,M320
bodies,3.0,bodies,B200
patriotic,6.0,patriotic,P632
takes,18.0,takes,T200
subject,3.0,subject,S230
uniting,2.0,uniting,U520
ties,3.0,ties,T000
across,1.0,across,A200
classes,1.0,classes,C200
religions,19.0,religions,R252
philosophical,1.0,philosophical,P421
napoleons,2.0,napoleons,N452
deployed,1.0,deployed,D4Y3
eagle,1.0,eagle,E000
previous,18.0,previous,P120
paintings,2.0,paintings,P352
representing,4.0,representing,R625
ideals,1.0,ideals,I200
central,6.0,central,C364
figure,3.0,figure,F600
sees,8.0,sees,S000
series,1.0,series,S200
pictures,9.0,pictures,P362
coding,4.0,coding,C520
key,1.0,key,K000
developments,2.0,developments,D415
culmination,3.0,culmination,C535
napoleonic,5.0,napoleonic,N452
ave,3.0,ave,A000
morituri,1.0,morituri,M360
te,10.0,te,T000
salutant,1.0,salutant,S353
die,9.0,die,D000
gladiators,1.0,gladiators,G362
tridents,1.0,tridents,T353
salutation,4.0,salutation,S350
wellknown,3.0,wellknown,W425
latin,6.0,latin,L500
phrase,1.0,phrase,P620
quoted,1.0,quoted,Q300
suetonius,1.0,suetonius,S520
vita,4.0,vita,V000
caesarum,1.0,caesarum,C650
life,1.0,life,L000
caesars,2.0,caesars,C620
despite,1.0,despite,D130
becoming,2.0,becoming,B520
widely,5.0,widely,W4Y0
popularised,1.0,popularised,P462
aside,5.0,aside,A000
isolated,2.0,isolated,I300
questionable,3.0,questionable,Q351
whether,1.0,whether,W3H6
ever,1.0,ever,E000
customary,1.0,customary,C356
likely,1.0,likely,L4Y0
appeal,4.0,appeal,A400
desperate,4.0,desperate,D163
captives,1.0,captives,C312
criminals,14.0,criminals,C542
condemned,1.0,condemned,C353
october,3.0,october,O160
demonstrated,2.0,demonstrated,D523
accompany,9.0,accompany,A515
inventor,1.0,inventor,I536
saluting,1.0,saluting,S352
b,10.0,b,B000
upham,2.0,upham,U500
partner,6.0,partner,P356
editor,1.0,editor,E600
youths,2.0,youths,YH20
recalled,2.0,recalled,R430
reading,1.0,reading,R520
came,1.0,came,C000
posture,2.0,posture,P360
snapped,2.0,snapped,S130
heels,2.0,heels,H200
together,2.0,together,T3H6
said,59.0,said,S000
flag,1.0,flag,F200
come,20.0,come,C000
say,1.0,say,S000
keep,13.0,keep,K000
stirring,2.0,stirring,S652
hold,6.0,hold,H300
europe,7.0,europe,E000
controversy,5.0,controversy,C361
grew,1.0,grew,GW00
similarity,2.0,similarity,S463
broke,4.0,broke,B200
intensified,1.0,intensified,I521
school,1.0,school,SH40
boards,1.0,boards,B320
revised,3.0,revised,R230
avoid,1.0,avoid,A000
counterbacklash,1.0,counterbacklash,C361
daughters,9.0,daughters,DH36
inappropriate,1.0,inappropriate,I161
americans,2.0,americans,A252
traditional,1.0,traditional,T354
aliens,1.0,aliens,A200
urging,3.0,urging,U520
legion,1.0,legion,L500
veterans,2.0,veterans,V652
foreign,14.0,foreign,F250
wars,12.0,wars,W200
congress,2.0,congress,C262
passed,9.0,passed,P230
law,2.0,law,L000
codified,4.0,codified,C130
etiquette,2.0,etiquette,E300
specifically,6.0,specifically,S212
rendered,1.0,rendered,R363
standing,2.0,standing,S535
heart,4.0,heart,H300
toward,1.0,toward,T630
drops,2.0,drops,D120
side,1.0,side,S000
discuss,1.0,discuss,D200
account,6.0,account,A530
amended,1.0,amended,A300
code,5.0,code,C000
changes,3.0,changes,C520
eliminated,5.0,eliminated,E530
stipulation,2.0,stipulation,S143
already,1.0,already,A3Y0
traced,1.0,traced,T230
broadway,2.0,broadway,B3WY
lew,3.0,lew,L000
wallaces,27.0,wallaces,W420
benhur,5.0,benhur,BH60
tale,39.0,tale,T000
opened,27.0,opened,O300
november,1.0,november,N516
proved,1.0,proved,P130
photographs,1.0,photographs,P326
seated,3.0,seated,S300
sheik,2.0,sheik,S200
small,2.0,small,S400
crowd,6.0,crowd,CW30
novel,2.0,novel,N400
theatrical,9.0,theatrical,T362
mentions,15.0,mentions,M352
evidently,2.0,evidently,E534
keeping,4.0,keeping,K520
exaggerated,3.0,exaggerated,E263
acting,9.0,acting,A520
theater,27.0,theater,T360
turn,1.0,turn,T500
silent,1.0,silent,S530
nerone,1.0,nerone,N500
standardize,4.0,standardize,S536
make,4.0,make,M000
exclusively,1.0,exclusively,E421
spartaco,1.0,spartaco,S632
even,4.0,even,E000
slave,1.0,slave,S100
spartacus,1.0,spartacus,S632
uses,1.0,uses,U000
appear,2.0,appear,A600
cecil,3.0,cecil,C400
demilles,1.0,demilles,D420
cross,8.0,cross,C200
cleopatra,1.0,cleopatra,C136
execution,5.0,execution,E350
special,1.0,special,S240
note,3.0,note,N000
giovanni,8.0,giovanni,G500
pastrones,1.0,pastrones,P365
colossal,2.0,colossal,C240
epic,3.0,epic,E000
names,8.0,names,N200
movie,34.0,movie,M000
inspired,6.0,inspired,I163
italoturkish,1.0,italoturkish,I362
conquered,1.0,conquered,C263
african,2.0,african,A250
ottoman,17.0,ottoman,O500
tripolitania,1.0,tripolitania,T143
pastrone,1.0,pastrone,P365
persued,1.0,persued,P230
politically,1.0,politically,P324
volatile,2.0,volatile,V340
highlights,1.0,highlights,HH42
italys,5.0,italys,IY20
past,18.0,past,P300
monstrous,1.0,monstrous,M236
nature,4.0,nature,N600
carthaginian,5.0,carthaginian,C3H2
society,1.0,society,S3Y0
contrasted,1.0,contrasted,C362
nobility,8.0,nobility,N43Y
resuscitate,1.0,resuscitate,R230
distant,1.0,distant,D353
legitimized,1.0,legitimized,L352
dreams,2.0,dreams,D520
delivered,6.0,delivered,D163
spirit,8.0,spirit,S630
conquest,1.0,conquest,C230
seemed,13.0,seemed,S300
arrive,2.0,arrive,A100
thereby,2.0,thereby,T61Y
presaging,1.0,presaging,P252
rituals,1.0,rituals,R420
prime,6.0,prime,P500
supporter,7.0,supporter,S163
apostle,2.0,apostle,A340
occur,7.0,occur,O600
romans,1.0,romans,R520
scipio,1.0,scipio,S100
fulvius,1.0,fulvius,F120
axilla,1.0,axilla,A400
storys,2.0,storys,S6Y2
fictitious,2.0,fictitious,F320
hero,2.0,hero,H000
twice,7.0,twice,T200
employs,4.0,employs,E4Y2
farewell,1.0,farewell,FW40
numidian,1.0,numidian,N350
massinissa,1.0,massinissa,M252
guest,4.0,guest,G300
hasdrubal,1.0,hasdrubal,H361
greeted,2.0,greeted,G300
return,17.0,return,R650
strongman,2.0,strongman,S652
princess,21.0,princess,P520
sophonisba,1.0,sophonisba,SH52
syphax,1.0,syphax,S1H2
mutually,4.0,mutually,M4Y0
declining,1.0,declining,D452
diversity,1.0,diversity,D623
variety,11.0,variety,V3Y0
nationalities,1.0,nationalities,N543
cabria,1.0,cabria,C600
evidence,9.0,evidence,E520
invention,2.0,invention,I535
highlight,3.0,highlight,HH42
exotic,8.0,exotic,E200
subtitles,4.0,subtitles,S342
appropriated,4.0,appropriated,A616
occupied,5.0,occupied,O130
fiume,2.0,fiume,F000
baptist,1.0,baptist,B323
virtually,13.0,virtually,V34Y
invented,1.0,invented,I530
leadership,14.0,leadership,L62H
regency,4.0,regency,R52Y
besides,6.0,besides,B320
balcony,3.0,balcony,B25Y
address,7.0,address,A620
cries,3.0,cries,C200
eia,3.0,eia,E000
dramatic,8.0,dramatic,D532
rhetorical,1.0,rhetorical,R362
dialogues,1.0,dialogues,D200
symbols,1.0,symbols,S514
secular,7.0,secular,S460
ministry,10.0,ministry,M236
education,2.0,education,E350
instituted,1.0,instituted,I300
honoring,6.0,honoring,H652
schools,22.0,schools,SH42
mussolini,5.0,mussolini,M245
fascitization,1.0,fascitization,F232
civil,13.0,civil,C400
administrators,1.0,administrators,A523
required,1.0,required,R630
starace,1.0,starace,S620
secretary,12.0,secretary,S636
pushed,5.0,pushed,PH30
measures,4.0,measures,M620
denouncing,4.0,denouncing,D525
shaking,4.0,shaking,S252
bourgeois,1.0,bourgeois,B200
extolled,1.0,extolled,E430
hygienic,2.0,hygienic,H252
aesthetic,4.0,aesthetic,AH32
shorter,4.0,shorter,S636
suggested,1.0,suggested,S230
imply,4.0,imply,I4Y0
necessity,4.0,necessity,N23Y
hat,16.0,hat,H000
unless,2.0,unless,U200
indoors,1.0,indoors,I620
substitute,5.0,substitute,S230
ordered,5.0,ordered,O630
whenever,6.0,whenever,W516
unarmed,2.0,unarmed,U530
detachment,2.0,detachment,D2H5
render,5.0,render,R360
value,3.0,value,V000
proper,3.0,proper,P160
effect,8.0,effect,E230
showing,6.0,showing,SW52
mans,4.0,mans,M200
decisive,8.0,decisive,D210
close,9.0,close,C200
demonstrate,2.0,demonstrate,D523
firmness,2.0,firmness,F520
seriousness,2.0,seriousness,S252
acknowledgment,1.0,acknowledgment,A5W4
acceptance,10.0,acceptance,A135
regimes,2.0,regimes,R520
hierarchical,1.0,hierarchical,H62H
correct,3.0,correct,C623
physical,5.0,physical,PY24
forth,2.0,forth,F3H0
joke,1.0,joke,J000
italians,4.0,italians,I520
tired,3.0,tired,T300
surrender,9.0,surrender,S653
handshake,2.0,handshake,H32H
supposed,3.0,supposed,S123
disappear,2.0,disappear,D160
view,1.0,view,V000
contaminate,1.0,contaminate,C353
abolished,3.0,abolished,A2H3
handshaking,1.0,handshaking,H32H
issued,13.0,issued,I300
orders,5.0,orders,O620
banning,5.0,banning,B520
publishing,9.0,publishing,P42H
visiting,7.0,visiting,V352
dignitaries,1.0,dignitaries,D536
retouched,1.0,retouched,R2H3
remove,1.0,remove,R100
sporadically,4.0,sporadically,S632
nsdap,1.0,nsdap,N310
movement,9.0,movement,M530
functioned,2.0,functioned,F235
expression,3.0,expression,E625
demonstrative,1.0,demonstrative,D523
statement,3.0,statement,S353
spite,2.0,spite,S300
demand,10.0,demand,D530
outward,1.0,outward,O630
drive,1.0,drive,D100
gain,4.0,gain,G000
unchallenged,2.0,unchallenged,UH45
objections,2.0,objections,O235
focused,5.0,focused,F230
hence,2.0,hence,H200
response,9.0,response,R152
efforts,10.0,efforts,E632
establish,1.0,establish,E142
pedigree,1.0,pedigree,P260
invent,2.0,invent,I530
tradition,4.0,tradition,T350
employees,5.0,employees,E4Y2
followed,2.0,followed,F4W3
directive,1.0,directive,D231
reich,2.0,reich,RH00
wilhelm,1.0,wilhelm,WH45
frick,1.0,frick,F200
july,1.0,july,JY00
day,3.0,day,D000
ban,7.0,ban,B000
nonnazi,1.0,nonnazi,N520
wehrmacht,1.0,wehrmacht,W652
refused,8.0,refused,R230
adopt,6.0,adopt,A300
able,14.0,able,A000
maintain,2.0,maintain,M350
horst,1.0,horst,H230
wessel,1.0,wessel,W240
lied,3.0,lied,L000
anthem,10.0,anthem,AH50
nonmilitary,1.0,nonmilitary,N543
encounters,16.0,encounters,E536
civilian,3.0,civilian,C450
plot,6.0,plot,P300
standard,1.0,standard,S536
salutes,4.0,salutes,S320
various,29.0,various,V200
france,9.0,france,F520
dates,2.0,dates,D200
back,37.0,back,B200
jeunesses,1.0,jeunesses,J200
patriotes,1.0,patriotes,P632
pierre,1.0,pierre,P600
taittinger,1.0,taittinger,T352
give,20.0,give,G000
meetings,2.0,meetings,M520
shouting,3.0,shouting,S352
marcel,5.0,marcel,M240
bucards,1.0,bucards,B632
mouvement,2.0,mouvement,M530
franciste,1.0,franciste,F523
september,1.0,september,S351
donning,1.0,donning,D520
blue,9.0,blue,B000
shirts,1.0,shirts,S632
leaders,6.0,leaders,L620
denied,4.0,denied,D300
rivalry,6.0,rivalry,R46Y
amongst,1.0,amongst,A230
wing,4.0,wing,W200
parties,6.0,parties,P320
sometimes,1.0,sometimes,S352
caused,5.0,caused,C300
confusion,7.0,confusion,C125
parti,1.0,parti,P300
populaire,1.0,populaire,P460
regarded,1.0,regarded,R630
pronazi,1.0,pronazi,P520
frances,10.0,frances,F520
collaborationist,1.0,collaborationist,C416
distinguished,3.0,distinguished,D352
bending,6.0,bending,B352
face,7.0,face,F000
estonian,1.0,estonian,E500
vaps,1.0,vaps,V200
brazilian,1.0,brazilian,B245
integralist,1.0,integralist,I264
action,15.0,action,A500
form,4.0,form,F500
cry,1.0,cry,CY00
indigenous,5.0,indigenous,I252
tupi,1.0,tupi,T000
meaning,3.0,meaning,M520
greece,5.0,greece,G200
ioannis,2.0,ioannis,I200
metaxas,3.0,metaxas,M200
fighting,1.0,fighting,FH35
spain,1.0,spain,S500
ceda,1.0,ceda,C000
derechas,1.0,derechas,D2H2
spanish,3.0,spanish,S52H
confederation,12.0,confederation,C136
autonomous,11.0,autonomous,A520
rightwing,1.0,rightwing,RH3W
francisco,4.0,francisco,F520
franco,4.0,franco,F520
falange,2.0,falange,F520
las,5.0,las,L000
jons,2.0,jons,J200
merged,3.0,merged,M230
carlist,1.0,carlist,C423
monarchist,9.0,monarchist,M62H
ultracatholic,1.0,ultracatholic,U623
traditionalist,2.0,traditionalist,T354
communion,9.0,communion,C500
creating,4.0,creating,C352
fet,1.0,fet,F000
tradicionalista,1.0,tradicionalista,T325
juntas,1.0,juntas,J320
ofensiva,1.0,ofensiva,O210
nacional,1.0,nacional,N540
sindicalista,1.0,sindicalista,S324
lit,1.0,lit,L000
phalanx,1.0,phalanx,P452
councils,6.0,councils,C242
syndicalist,1.0,syndicalist,S532
offensive,6.0,offensive,O521
formally,3.0,formally,F54Y
approved,2.0,approved,A613
decree,4.0,decree,D600
except,6.0,except,E130
repealed,1.0,repealed,R430
restored,1.0,restored,R363
marcha,1.0,marcha,M2H0
real,1.0,real,R000
unofficial,5.0,unofficial,U124
lyrics,3.0,lyrics,L620
stanza,2.0,stanza,S520
referred,1.0,referred,R630
alzad,1.0,alzad,A300
los,3.0,los,L000
brazos,1.0,brazos,B200
hijos,1.0,hijos,H200
pueblo,2.0,pueblo,P400
remained,1.0,remained,R530
meeting,5.0,meeting,M520
yugoslav,5.0,yugoslav,Y241
milan,14.0,milan,M500
chairman,4.0,chairman,C650
radical,1.0,radical,R240
styling,4.0,styling,SY45
statute,1.0,statute,S300
promulgating,1.0,promulgating,P542
renaissance,18.0,renaissance,R252
hlinka,1.0,hlinka,H520
guards,1.0,guards,G320
na,3.0,na,N000
guard,2.0,guard,G300
consisted,3.0,consisted,C230
halfhearted,1.0,halfhearted,H1H6
friendly,1.0,friendly,F534
wave,3.0,wave,W000
straight,1.0,straight,S62H
prominent,7.0,prominent,P530
famed,2.0,famed,F300
pound,2.0,pound,P300
praise,1.0,praise,P200
returned,1.0,returned,R653
insane,4.0,insane,I500
asylum,1.0,asylum,A450
funeral,4.0,funeral,F640
mussolinis,3.0,mussolinis,M245
youngest,8.0,youngest,Y230
maria,3.0,maria,M000
social,1.0,social,S400
greatest,2.0,greatest,G323
electoral,3.0,electoral,E364
gains,3.0,gains,G200
second,1.0,second,S530
crowds,6.0,crowds,CW32
cheered,1.0,cheered,C630
gave,2.0,gave,G000
anniversary,2.0,anniversary,A162
birth,24.0,birth,B3H0
thousands,5.0,thousands,T253
blackshirted,1.0,blackshirted,B2H6
supporters,7.0,supporters,S163
chanted,4.0,chanted,C530
duce,4.0,duce,D000
native,20.0,native,N100
